1000    avg = 67481.5   max = 171264
        2048    96.2%   (5.5%)
        4096    90.7%   (22.9%)
        8192    67.8%   (65.4%)
        16384   2.4%    (2.4%)
797000  avg = 127679    max = 288912
        256     100%    (0.1%)
        512     99.9%   (0.7%)
        1024    99.2%   (2.2%)
        2048    97%     (4%)
        4096    93%     (22.3%)
        8192    70.7%   (69%)
        16384   1.7%    (1.7%)
798000  avg = 129018    max = 289344
        256     100%    (0.2%)
        512     99.8%   (1%)
        1024    98.8%   (1.9%)
        2048    96.9%   (4.1%)
        4096    92.8%   (21.4%)
        8192    71.4%   (68.3%)
        16384   3.1%    (3.1%)
799000  avg = 125212    max = 286452
        512     100%    (0.7%)
        1024    99.3%   (3.2%)
        2048    96.1%   (5.3%)
        4096    90.8%   (20.7%)
        8192    70.1%   (68.4%)
        16384   1.7%    (1.7%)
800000  avg = 126217    max = 289596
        128     100%    (0.1%)
        256     99.9%   (0.3%)
        512     99.6%   (1.1%)
        1024    98.5%   (2.6%)
        2048    95.9%   (5.5%)
        4096    90.4%   (20.8%)
        8192    69.6%   (68%)
        16384   1.6%    (1.6%)
801000  avg = 128355    max = 290436
        256     100%    (0.2%)
        512     99.8%   (0.4%)
        1024    99.4%   (3.5%)
        2048    95.9%   (4.9%)
        4096    91%     (20.3%)
        8192    70.7%   (67.9%)
        16384   2.8%    (2.8%)
802000  avg = 125687    max = 290104
        256     100%    (0.1%)
        512     99.9%   (0.9%)
        1024    99%     (2.6%)
        2048    96.4%   (5%)
        4096    91.4%   (22.6%)
        8192    68.8%   (66.8%)
        16384   2%      (2%)
803000  avg = 124564    max = 286548
        128     100%    (0.1%)
        256     99.9%   (0.4%)
        512     99.5%   (0.6%)
        1024    98.9%   (3.8%)
        2048    95.1%   (5.9%)
        4096    89.2%   (21%)
        8192    68.2%   (66.7%)
        16384   1.5%    (1.5%)
804000  avg = 123990    max = 289972
        512     100%    (1%)
        1024    99%     (4.5%)
        2048    94.5%   (5%)
        4096    89.5%   (21.7%)
        8192    67.8%   (65.1%)
        16384   2.7%    (2.7%)
805000  avg = 126833    max = 290084
        256     100%    (0.1%)
        512     99.9%   (0.7%)
        1024    99.2%   (2.4%)
        2048    96.8%   (4.9%)
        4096    91.9%   (22.4%)
        8192    69.5%   (67.2%)
        16384   2.3%    (2.3%)
806000  avg = 128179    max = 322684
        256     100%    (0.1%)
        512     99.9%   (0.7%)
        1024    99.2%   (3.6%)
        2048    95.6%   (3.9%)
        4096    91.7%   (21.5%)
        8192    70.2%   (67%)
        16384   3.2%    (3.2%)
807000  avg = 129779    max = 290348
        256     100%    (0.1%)
        512     99.9%   (0.4%)
        1024    99.5%   (2.5%)
        2048    97%     (4.8%)
        4096    92.2%   (19.9%)
        8192    72.3%   (70%)
        16384   2.3%    (2.3%)
808000  avg = 126946    max = 292164
        512     100%    (0.5%)
        1024    99.5%   (3.2%)
        2048    96.3%   (4.9%)
        4096    91.4%   (21.2%)
        8192    70.2%   (68.1%)
        16384   2.1%    (2.1%)
809000  avg = 127330    max = 286968
        64      100%    (0.1%)
        512     99.9%   (0.9%)
        1024    99%     (2.4%)
        2048    96.6%   (4.6%)
        4096    92%     (21.4%)
        8192    70.6%   (68.8%)
        16384   1.8%    (1.8%)
810000  avg = 126493    max = 287860
        256     100%    (0.2%)
        512     99.8%   (1%)
        1024    98.8%   (3.5%)
        2048    95.3%   (4%)
        4096    91.3%   (21.8%)
        8192    69.5%   (67.5%)
        16384   2%      (2%)
811000  avg = 127222    max = 321520
        256     100%    (0.2%)
        512     99.8%   (0.7%)
        1024    99.1%   (2.4%)
        2048    96.7%   (5.3%)
        4096    91.4%   (20.9%)
        8192    70.5%   (68.1%)
        16384   2.4%    (2.4%)
812000  avg = 125374    max = 300720
        128     100%    (0.1%)
        512     99.9%   (1.2%)
        1024    98.7%   (2.9%)
        2048    95.8%   (5.7%)
        4096    90.1%   (21.1%)
        8192    69%     (67%)
        16384   2%      (2%)
813000  avg = 125403    max = 290004
        256     100%    (0.1%)
        512     99.9%   (1.1%)
        1024    98.8%   (3.5%)
        2048    95.3%   (4.9%)
        4096    90.4%   (22.4%)
        8192    68%     (66%)
        16384   2%      (2%)
814000  avg = 125563    max = 290156
        256     100%    (0.1%)
        512     99.9%   (0.6%)
        1024    99.3%   (3.4%)
        2048    95.9%   (4.7%)
        4096    91.2%   (20.9%)
        8192    70.3%   (68.5%)
        16384   1.8%    (1.8%)
815000  avg = 126892    max = 277320
        64      100%    (0.1%)
        256     99.9%   (0.2%)
        512     99.7%   (0.8%)
        1024    98.9%   (2.3%)
        2048    96.6%   (4.5%)
        4096    92.1%   (21.7%)
        8192    70.4%   (68.8%)
        16384   1.6%    (1.6%)
816000  avg = 123865    max = 290400
        256     100%    (0.4%)
        512     99.6%   (0.8%)
        1024    98.8%   (3.6%)
        2048    95.2%   (5.1%)
        4096    90.1%   (24.2%)
        8192    65.9%   (63.2%)
        16384   2.7%    (2.7%)
817000  avg = 125280    max = 290300
        128     100%    (0.1%)
        256     99.9%   (0.1%)
        512     99.8%   (0.2%)
        1024    99.6%   (2.8%)
        2048    96.8%   (5.2%)
        4096    91.6%   (22.5%)
        8192    69.1%   (67.3%)
        16384   1.8%    (1.8%)
818000  avg = 126479    max = 289600
        256     100%    (0.3%)
        512     99.7%   (0.8%)
        1024    98.9%   (2.4%)
        2048    96.5%   (5.1%)
        4096    91.4%   (22.5%)
        8192    68.9%   (67.3%)
        16384   1.6%    (1.6%)
819000  avg = 125488    max = 291408
        32      100%    (0.1%)
        64      99.9%   (0.2%)
        512     99.7%   (0.8%)
        1024    98.9%   (2.7%)
        2048    96.2%   (6.6%)
        4096    89.6%   (20.8%)
        8192    68.8%   (66.7%)
        16384   2.1%    (2.1%)
820000  avg = 127152    max = 281532
        256     100%    (0.2%)
        512     99.8%   (0.9%)
        1024    98.9%   (2.3%)
        2048    96.6%   (5.5%)
        4096    91.1%   (20.2%)
        8192    70.9%   (69.2%)
        16384   1.7%    (1.7%)
821000  avg = 125760    max = 308676
        64      100%    (0.1%)
        256     99.9%   (0.2%)
        512     99.7%   (1.2%)
        1024    98.5%   (2.6%)
        2048    95.9%   (5.3%)
        4096    90.6%   (19.6%)
        8192    71%     (69.6%)
        16384   1.4%    (1.4%)
822000  avg = 127113    max = 286264
        256     100%    (0.1%)
        512     99.9%   (0.7%)
        1024    99.2%   (1.9%)
        2048    97.3%   (6%)
        4096    91.3%   (20.6%)
        8192    70.7%   (68.9%)
        16384   1.8%    (1.8%)
823000  avg = 129398    max = 289792
        512     100%    (0.6%)
        1024    99.4%   (3.4%)
        2048    96%     (3.8%)
        4096    92.2%   (20%)
        8192    72.2%   (70.4%)
        16384   1.8%    (1.8%)
824000  avg = 126870    max = 289128
        256     100%    (0.1%)
        512     99.9%   (0.9%)
        1024    99%     (2.9%)
        2048    96.1%   (5.6%)
        4096    90.5%   (20.4%)
        8192    70.1%   (67.9%)
        16384   2.2%    (2.2%)
825000  avg = 129181    max = 287076
        128     100%    (0.1%)
        512     99.9%   (0.4%)
        1024    99.5%   (2.5%)
        2048    97%     (5%)
        4096    92%     (19.5%)
        8192    72.5%   (70.6%)
        16384   1.9%    (1.9%)
826000  avg = 126454    max = 288800
        128     100%    (0.1%)
        256     99.9%   (0.2%)
        512     99.7%   (0.8%)
        1024    98.9%   (1.8%)
        2048    97.1%   (6.6%)
        4096    90.5%   (21.1%)
        8192    69.4%   (67.3%)
        16384   2.1%    (2.1%)
827000  avg = 125272    max = 290608
        512     100%    (1%)
        1024    99%     (3.8%)
        2048    95.2%   (3.9%)
        4096    91.3%   (22.7%)
        8192    68.6%   (66.8%)
        16384   1.8%    (1.8%)
828000  avg = 128500    max = 291528
        256     100%    (0.1%)
        512     99.9%   (0.9%)
        1024    99%     (3%)
        2048    96%     (4.2%)
        4096    91.8%   (21.3%)
        8192    70.5%   (67.9%)
        16384   2.6%    (2.6%)
829000  avg = 129017    max = 289644
        256     100%    (0.1%)
        512     99.9%   (0.8%)
        1024    99.1%   (2.6%)
        2048    96.5%   (5.5%)
        4096    91%     (18.6%)
        8192    72.4%   (69.7%)
        16384   2.7%    (2.7%)
830000  avg = 128987    max = 290992
        512     100%    (0.5%)
        1024    99.5%   (2.8%)
        2048    96.7%   (4.3%)
        4096    92.4%   (21.5%)
        8192    70.9%   (68.8%)
        16384   2.1%    (2.1%)
831000  avg = 124698    max = 290296
        256     100%    (0.2%)
        512     99.8%   (0.9%)
        1024    98.9%   (2.8%)
        2048    96.1%   (5.1%)
        4096    91%     (23.3%)
        8192    67.7%   (65.4%)
        16384   2.3%    (2.3%)
832000  avg = 125870    max = 290288
        256     100%    (0.4%)
        512     99.6%   (0.7%)
        1024    98.9%   (2.9%)
        2048    96%     (4.8%)
        4096    91.2%   (21.7%)
        8192    69.5%   (67.7%)
        16384   1.8%    (1.8%)
833000  avg = 127656    max = 310008
        256     100%    (0.1%)
        512     99.9%   (0.5%)
        1024    99.4%   (3.3%)
        2048    96.1%   (3.7%)
        4096    92.4%   (23%)
        8192    69.4%   (67.2%)
        16384   2.2%    (2.2%)
834000  avg = 124445    max = 279528
        16      100%    (0.1%)
        32      99.9%   (0.1%)
        256     99.8%   (0.1%)
        512     99.7%   (0.5%)
        1024    99.2%   (3.4%)
        2048    95.8%   (5.7%)
        4096    90.1%   (20.9%)
        8192    69.2%   (67.3%)
        16384   1.9%    (1.9%)
835000  avg = 123320    max = 316760
        256     100%    (0.1%)
        512     99.9%   (0.8%)
        1024    99.1%   (3.9%)
        2048    95.2%   (5.3%)
        4096    89.9%   (21.9%)
        8192    68%     (66.3%)
        16384   1.7%    (1.7%)
836000  avg = 126655    max = 288736
        64      100%    (0.1%)
        512     99.9%   (1.1%)
        1024    98.8%   (2%)
        2048    96.8%   (5.3%)
        4096    91.5%   (20.7%)
        8192    70.8%   (68.3%)
        16384   2.5%    (2.5%)
837000  avg = 129411    max = 290440
        256     100%    (0.2%)
        512     99.8%   (0.2%)
        1024    99.6%   (2.2%)
        2048    97.4%   (5.9%)
        4096    91.5%   (19.8%)
        8192    71.7%   (69%)
        16384   2.7%    (2.7%)
838000  avg = 125829    max = 295076
        256     100%    (0.2%)
        512     99.8%   (1.5%)
        1024    98.3%   (2%)
        2048    96.3%   (5%)
        4096    91.3%   (22.1%)
        8192    69.2%   (67%)
        16384   2.2%    (2.2%)
839000  avg = 127854    max = 313916
        256     100%    (0.1%)
        512     99.9%   (0.6%)
        1024    99.3%   (3.3%)
        2048    96%     (4.4%)
        4096    91.6%   (21.8%)
        8192    69.8%   (66.6%)
        16384   3.2%    (3.2%)
840000  avg = 126182    max = 289684
        512     100%    (0.4%)
        1024    99.6%   (2.9%)
        2048    96.7%   (4.3%)
        4096    92.4%   (24%)
        8192    68.4%   (66.8%)
        16384   1.6%    (1.6%)
841000  avg = 127894    max = 290412
        256     100%    (0.2%)
        512     99.8%   (0.9%)
        1024    98.9%   (2.6%)
        2048    96.3%   (4.5%)
        4096    91.8%   (21.2%)
        8192    70.6%   (68%)
        16384   2.6%    (2.6%)
842000  avg = 124987    max = 289140
        64      100%    (0.2%)
        256     99.8%   (0.1%)
        512     99.7%   (0.3%)
        1024    99.4%   (3.4%)
        2048    96%     (6.1%)
        4096    89.9%   (21.4%)
        8192    68.5%   (65.9%)
        16384   2.6%    (2.6%)
843000  avg = 129404    max = 291500
        512     100%    (0.8%)
        1024    99.2%   (2.2%)
        2048    97%     (4.1%)
        4096    92.9%   (21.7%)
        8192    71.2%   (68.4%)
        16384   2.8%    (2.8%)
844000  avg = 124481    max = 281280
        512     100%    (0.7%)
        1024    99.3%   (3.3%)
        2048    96%     (6%)
        4096    90%     (22.2%)
        8192    67.8%   (65.8%)
        16384   2%      (2%)
845000  avg = 127131    max = 322840
        256     100%    (0.2%)
        512     99.8%   (0.7%)
        1024    99.1%   (1.6%)
        2048    97.5%   (6.2%)
        4096    91.3%   (22.2%)
        8192    69.1%   (66.1%)
        16384   3%      (3%)
846000  avg = 127379    max = 288256
        128     100%    (0.1%)
        256     99.9%   (0.3%)
        512     99.6%   (0.4%)
        1024    99.2%   (2.6%)
        2048    96.6%   (5.3%)
        4096    91.3%   (19.8%)
        8192    71.5%   (69.6%)
        16384   1.9%    (1.9%)
847000  avg = 128972    max = 333872
        512     100%    (1%)
        1024    99%     (2.6%)
        2048    96.4%   (3.3%)
        4096    93.1%   (21.7%)
        8192    71.4%   (68.5%)
        16384   2.9%    (2.9%)
848000  avg = 124818    max = 285340
        256     100%    (0.2%)
        512     99.8%   (0.5%)
        1024    99.3%   (3.7%)
        2048    95.6%   (5.2%)
        4096    90.4%   (23.2%)
        8192    67.2%   (65.3%)
        16384   1.9%    (1.9%)
849000  avg = 125655    max = 290196
        64      100%    (0.1%)
        256     99.9%   (0.2%)
        512     99.7%   (1%)
        1024    98.7%   (3.3%)
        2048    95.4%   (4.8%)
        4096    90.6%   (21.4%)
        8192    69.2%   (66.7%)
        16384   2.5%    (2.5%)
850000  avg = 124483    max = 290704
        512     100%    (0.5%)
        1024    99.5%   (4.3%)
        2048    95.2%   (4.7%)
        4096    90.5%   (23.8%)
        8192    66.7%   (64.5%)
        16384   2.2%    (2.2%)
851000  avg = 127710    max = 278312
        512     100%    (0.8%)
        1024    99.2%   (3.4%)
        2048    95.8%   (5.1%)
        4096    90.7%   (20.3%)
        8192    70.4%   (68.2%)
        16384   2.2%    (2.2%)
852000  avg = 128215    max = 310496
        256     100%    (0.2%)
        512     99.8%   (1.3%)
        1024    98.5%   (1.8%)
        2048    96.7%   (4.3%)
        4096    92.4%   (20.9%)
        8192    71.5%   (69.4%)
        16384   2.1%    (2.1%)
853000  avg = 126701    max = 289168
        256     100%    (0.1%)
        512     99.9%   (0.7%)
        1024    99.2%   (2.5%)
        2048    96.7%   (6%)
        4096    90.7%   (20.1%)
        8192    70.6%   (68.8%)
        16384   1.8%    (1.8%)
854000  avg = 128048    max = 291484
        256     100%    (0.3%)
        512     99.7%   (0.4%)
        1024    99.3%   (3.6%)
        2048    95.7%   (4.3%)
        4096    91.4%   (21.1%)
        8192    70.3%   (67.9%)
        16384   2.4%    (2.4%)
855000  avg = 129169    max = 337476
        512     100%    (0.8%)
        1024    99.2%   (2%)
        2048    97.2%   (5.2%)
        4096    92%     (19.9%)
        8192    72.1%   (70.2%)
        16384   1.9%    (1.9%)
856000  avg = 130080    max = 291652
        64      100%    (0.1%)
        256     99.9%   (0.1%)
        512     99.8%   (0.5%)
        1024    99.3%   (2.9%)
        2048    96.4%   (3.2%)
        4096    93.2%   (20.7%)
        8192    72.5%   (70.8%)
        16384   1.7%    (1.7%)
857000  avg = 128862    max = 319316
        64      100%    (0.1%)
        256     99.9%   (0.1%)
        512     99.8%   (1%)
        1024    98.8%   (2.1%)
        2048    96.7%   (3.9%)
        4096    92.8%   (22.6%)
        8192    70.2%   (67.1%)
        16384   3.1%    (3.1%)
858000  avg = 126662    max = 290036
        128     100%    (0.1%)
        512     99.9%   (0.7%)
        1024    99.2%   (3.3%)
        2048    95.9%   (5.1%)
        4096    90.8%   (21.1%)
        8192    69.7%   (67.3%)
        16384   2.4%    (2.4%)
859000  avg = 127737    max = 308984
        128     100%    (0.1%)
        256     99.9%   (0.1%)
        512     99.8%   (0.9%)
        1024    98.9%   (2.5%)
        2048    96.4%   (4.4%)
        4096    92%     (21.7%)
        8192    70.3%   (67.8%)
        16384   2.5%    (2.5%)
860000  avg = 127386    max = 290652
        256     100%    (0.2%)
        512     99.8%   (0.6%)
        1024    99.2%   (2.7%)
        2048    96.5%   (4.9%)
        4096    91.6%   (20.7%)
        8192    70.9%   (69.2%)
        16384   1.7%    (1.7%)
861000  avg = 127488    max = 308736
        128     100%    (0.1%)
        256     99.9%   (0.3%)
        512     99.6%   (0.8%)
        1024    98.8%   (2.5%)
        2048    96.3%   (4.1%)
        4096    92.2%   (21.1%)
        8192    71.1%   (69.6%)
        16384   1.5%    (1.5%)
862000  avg = 129679    max = 285488
        256     100%    (0.1%)
        512     99.9%   (0.5%)
        1024    99.4%   (2.5%)
        2048    96.9%   (5.2%)
        4096    91.7%   (20.2%)
        8192    71.5%   (68.5%)
        16384   3%      (3%)
863000  avg = 128244    max = 292700
        512     100%    (0.6%)
        1024    99.4%   (1.9%)
        2048    97.5%   (4.7%)
        4096    92.8%   (22.1%)
        8192    70.7%   (68.6%)
        16384   2.1%    (2.1%)
864000  avg = 124527    max = 291292
        256     100%    (0.1%)
        512     99.9%   (0.7%)
        1024    99.2%   (2.7%)
        2048    96.5%   (5.4%)
        4096    91.1%   (21.7%)
        8192    69.4%   (67.8%)
        16384   1.6%    (1.6%)
865000  avg = 128924    max = 305168
        256     100%    (0.3%)
        512     99.7%   (0.9%)
        1024    98.8%   (2.3%)
        2048    96.5%   (4.3%)
        4096    92.2%   (21.7%)
        8192    70.5%   (67.5%)
        16384   3%      (3%)
866000  avg = 126509    max = 290508
        256     100%    (0.1%)
        512     99.9%   (0.7%)
        1024    99.2%   (3.1%)
        2048    96.1%   (4.8%)
        4096    91.3%   (21.9%)
        8192    69.4%   (67.4%)
        16384   2%      (2%)
867000  avg = 129264    max = 330716
        256     100%    (0.1%)
        512     99.9%   (0.6%)
        1024    99.3%   (3.2%)
        2048    96.1%   (4.2%)
        4096    91.9%   (20.2%)
        8192    71.7%   (68.7%)
        16384   3%      (3%)
868000  avg = 124749    max = 305892
        256     100%    (0.1%)
        512     99.9%   (0.6%)
        1024    99.3%   (3.7%)
        2048    95.6%   (4.6%)
        4096    91%     (24.5%)
        8192    66.5%   (64%)
        16384   2.5%    (2.5%)
869000  avg = 127224    max = 291752
        256     100%    (0.1%)
        512     99.9%   (0.8%)
        1024    99.1%   (3.4%)
        2048    95.7%   (5.1%)
        4096    90.6%   (20%)
        8192    70.6%   (69.2%)
        16384   1.4%    (1.4%)
870000  avg = 130725    max = 341284
        256     100%    (0.1%)
        512     99.9%   (1%)
        1024    98.9%   (1.9%)
        2048    97%     (4.1%)
        4096    92.9%   (19.5%)
        8192    73.4%   (70.2%)
        16384   3.2%    (3.2%)
871000  avg = 130330    max = 342164
        256     100%    (0.3%)
        512     99.7%   (0.9%)
        1024    98.8%   (2.1%)
        2048    96.7%   (3.9%)
        4096    92.8%   (21.2%)
        8192    71.6%   (68.6%)
        16384   3%      (3%)
872000  avg = 127993    max = 290148
        512     100%    (0.6%)
        1024    99.4%   (3.4%)
        2048    96%     (5.3%)
        4096    90.7%   (19.8%)
        8192    70.9%   (68.2%)
        16384   2.7%    (2.7%)
873000  avg = 124653    max = 279120
        512     100%    (0.5%)
        1024    99.5%   (3.5%)
        2048    96%     (4.7%)
        4096    91.3%   (23.2%)
        8192    68.1%   (65.7%)
        16384   2.4%    (2.4%)
874000  avg = 131783    max = 290028
        128     100%    (0.1%)
        512     99.9%   (0.5%)
        1024    99.4%   (1.2%)
        2048    98.2%   (5.1%)
        4096    93.1%   (18.8%)
        8192    74.3%   (72.3%)
        16384   2%      (2%)
875000  avg = 126715    max = 288120
        128     100%    (0.1%)
        256     99.9%   (0.1%)
        512     99.8%   (0.7%)
        1024    99.1%   (2.6%)
        2048    96.5%   (5.4%)
        4096    91.1%   (21.1%)
        8192    70%     (68.1%)
        16384   1.9%    (1.9%)
876000  avg = 125759    max = 325216
        64      100%    (0.1%)
        128     99.9%   (0.1%)
        256     99.8%   (0.1%)
        512     99.7%   (1.1%)
        1024    98.6%   (2.7%)
        2048    95.9%   (4.1%)
        4096    91.8%   (23.7%)
        8192    68.1%   (65.2%)
        16384   2.9%    (2.9%)
877000  avg = 129130    max = 314624
        256     100%    (0.1%)
        512     99.9%   (1.2%)
        1024    98.7%   (3.1%)
        2048    95.6%   (4%)
        4096    91.6%   (20.9%)
        8192    70.7%   (67.7%)
        16384   3%      (3%)
878000  avg = 130140    max = 299580
        256     100%    (0.1%)
        512     99.9%   (0.5%)
        1024    99.4%   (3.9%)
        2048    95.5%   (4.4%)
        4096    91.1%   (18.7%)
        8192    72.4%   (69.4%)
        16384   3%      (3%)
879000  avg = 130333    max = 290492
        128     100%    (0.2%)
        512     99.8%   (0.6%)
        1024    99.2%   (2.4%)
        2048    96.8%   (5%)
        4096    91.8%   (19.1%)
        8192    72.7%   (69.7%)
        16384   3%      (3%)
880000  avg = 128106    max = 291668
        128     100%    (0.1%)
        256     99.9%   (0.1%)
        512     99.8%   (0.6%)
        1024    99.2%   (2.4%)
        2048    96.8%   (4%)
        4096    92.8%   (22.2%)
        8192    70.6%   (68.5%)
        16384   2.1%    (2.1%)
881000  avg = 127858    max = 303784
        256     100%    (0.1%)
        512     99.9%   (1%)
        1024    98.9%   (2.8%)
        2048    96.1%   (5.3%)
        4096    90.8%   (21.3%)
        8192    69.5%   (65.7%)
        16384   3.8%    (3.8%)
882000  avg = 128198    max = 289944
        256     100%    (0.4%)
        512     99.6%   (0.3%)
        1024    99.3%   (3.1%)
        2048    96.2%   (5%)
        4096    91.2%   (20.2%)
        8192    71%     (68.4%)
        16384   2.6%    (2.6%)
883000  avg = 126832    max = 285356
        256     100%    (0.1%)
        512     99.9%   (0.7%)
        1024    99.2%   (2.6%)
        2048    96.6%   (5.1%)
        4096    91.5%   (23.1%)
        8192    68.4%   (66%)
        16384   2.4%    (2.4%)
884000  avg = 126590    max = 288264
        256     100%    (0.2%)
        512     99.8%   (0.7%)
        1024    99.1%   (3%)
        2048    96.1%   (4.5%)
        4096    91.6%   (22%)
        8192    69.6%   (67.9%)
        16384   1.7%    (1.7%)
885000  avg = 128863    max = 310612
        256     100%    (0.1%)
        512     99.9%   (0.7%)
        1024    99.2%   (2.2%)
        2048    97%     (4.4%)
        4096    92.6%   (21.7%)
        8192    70.9%   (68.6%)
        16384   2.3%    (2.3%)
886000  avg = 128418    max = 289860
        256     100%    (0.4%)
        512     99.6%   (0.9%)
        1024    98.7%   (3.6%)
        2048    95.1%   (4.6%)
        4096    90.5%   (18.6%)
        8192    71.9%   (69.9%)
        16384   2%      (2%)
887000  avg = 126867    max = 288776
        512     100%    (0.7%)
        1024    99.3%   (3.2%)
        2048    96.1%   (4.7%)
        4096    91.4%   (21.8%)
        8192    69.6%   (67.1%)
        16384   2.5%    (2.5%)
888000  avg = 128824    max = 287600
        256     100%    (0.1%)
        512     99.9%   (0.5%)
        1024    99.4%   (2.9%)
        2048    96.5%   (4.6%)
        4096    91.9%   (20.9%)
        8192    71%     (68.4%)
        16384   2.6%    (2.6%)
889000  avg = 125599    max = 318896
        128     100%    (0.1%)
        512     99.9%   (1.4%)
        1024    98.5%   (3.2%)
        2048    95.3%   (5.4%)
        4096    89.9%   (20.6%)
        8192    69.3%   (66.9%)
        16384   2.4%    (2.4%)
890000  avg = 126005    max = 312688
        256     100%    (0.1%)
        512     99.9%   (1%)
        1024    98.9%   (2%)
        2048    96.9%   (5.2%)
        4096    91.7%   (23.5%)
        8192    68.2%   (66.3%)
        16384   1.9%    (1.9%)
891000  avg = 127388    max = 295696
        256     100%    (0.1%)
        512     99.9%   (0.8%)
        1024    99.1%   (3.3%)
        2048    95.8%   (4.8%)
        4096    91%     (21.5%)
        8192    69.5%   (66%)
        16384   3.5%    (3.5%)
892000  avg = 127610    max = 318040
        512     100%    (1%)
        1024    99%     (2.8%)
        2048    96.2%   (3.9%)
        4096    92.3%   (24.2%)
        8192    68.1%   (64.5%)
        16384   3.6%    (3.6%)
893000  avg = 128043    max = 288444
        256     100%    (0.1%)
        512     99.9%   (1.2%)
        1024    98.7%   (2.3%)
        2048    96.4%   (3.9%)
        4096    92.5%   (21.6%)
        8192    70.9%   (68.3%)
        16384   2.6%    (2.6%)
894000  avg = 127195    max = 289752
        256     100%    (0.1%)
        512     99.9%   (0.7%)
        1024    99.2%   (3.5%)
        2048    95.7%   (3.5%)
        4096    92.2%   (22.6%)
        8192    69.6%   (66.7%)
        16384   2.9%    (2.9%)
895000  avg = 128853    max = 314636
        256     100%    (0.1%)
        512     99.9%   (0.5%)
        1024    99.4%   (2.2%)
        2048    97.2%   (5.2%)
        4096    92%     (22.1%)
        8192    69.9%   (67.6%)
        16384   2.3%    (2.3%)
896000  avg = 127414    max = 301636
        256     100%    (0.1%)
        512     99.9%   (1.2%)
        1024    98.7%   (2.6%)
        2048    96.1%   (5.8%)
        4096    90.3%   (20%)
        8192    70.3%   (67.2%)
        16384   3.1%    (3.1%)
897000  avg = 126545    max = 293816
        128     100%    (0.1%)
        256     99.9%   (0.1%)
        512     99.8%   (0.5%)
        1024    99.3%   (2.6%)
        2048    96.7%   (4.4%)
        4096    92.3%   (21.5%)
        8192    70.8%   (68.7%)
        16384   2.1%    (2.1%)
898000  avg = 126820    max = 310512
        256     100%    (0.1%)
        512     99.9%   (0.8%)
        1024    99.1%   (2.9%)
        2048    96.2%   (4.9%)
        4096    91.3%   (21.8%)
        8192    69.5%   (66.8%)
        16384   2.7%    (2.7%)
899000  avg = 131089    max = 313788
        512     100%    (0.4%)
        1024    99.6%   (2.1%)
        2048    97.5%   (4.4%)
        4096    93.1%   (21.2%)
        8192    71.9%   (69%)
        16384   2.9%    (2.9%)
900000  avg = 129180    max = 333128
        512     100%    (0.9%)
        1024    99.1%   (3.2%)
        2048    95.9%   (5.3%)
        4096    90.6%   (20%)
        8192    70.6%   (67.9%)
        16384   2.7%    (2.7%)
901000  avg = 127615    max = 289092
        256     100%    (0.3%)
        512     99.7%   (0.4%)
        1024    99.3%   (2.5%)
        2048    96.8%   (5%)
        4096    91.8%   (22.1%)
        8192    69.7%   (67.2%)
        16384   2.5%    (2.5%)
902000  avg = 128179    max = 288916
        256     100%    (0.1%)
        512     99.9%   (0.9%)
        1024    99%     (3.1%)
        2048    95.9%   (4.9%)
        4096    91%     (18.9%)
        8192    72.1%   (69.6%)
        16384   2.5%    (2.5%)
903000  avg = 128902    max = 290068
        64      100%    (0.1%)
        512     99.9%   (0.2%)
        1024    99.7%   (3.1%)
        2048    96.6%   (4.6%)
        4096    92%     (20.3%)
        8192    71.7%   (68.8%)
        16384   2.9%    (2.9%)
904000  avg = 127867    max = 289432
        256     100%    (0.2%)
        512     99.8%   (0.7%)
        1024    99.1%   (2.3%)
        2048    96.8%   (4%)
        4096    92.8%   (21.6%)
        8192    71.2%   (69.5%)
        16384   1.7%    (1.7%)
905000  avg = 129680    max = 314136
        256     100%    (0.3%)
        512     99.7%   (0.1%)
        1024    99.6%   (3%)
        2048    96.6%   (4.2%)
        4096    92.4%   (20.7%)
        8192    71.7%   (68.9%)
        16384   2.8%    (2.8%)
906000  avg = 127285    max = 293016
        256     100%    (0.1%)
        512     99.9%   (1.3%)
        1024    98.6%   (2.3%)
        2048    96.3%   (4.7%)
        4096    91.6%   (20.9%)
        8192    70.7%   (67.9%)
        16384   2.8%    (2.8%)
907000  avg = 128595    max = 291160
        256     100%    (0.3%)
        512     99.7%   (0.6%)
        1024    99.1%   (1.6%)
        2048    97.5%   (6.5%)
        4096    91%     (19.9%)
        8192    71.1%   (69.1%)
        16384   2%      (2%)
908000  avg = 129472    max = 289920
        16      100%    (0.1%)
        512     99.9%   (0.7%)
        1024    99.2%   (3%)
        2048    96.2%   (4.9%)
        4096    91.3%   (18.8%)
        8192    72.5%   (70%)
        16384   2.5%    (2.5%)
909000  avg = 126947    max = 288656
        512     100%    (0.6%)
        1024    99.4%   (2.6%)
        2048    96.8%   (4.6%)
        4096    92.2%   (22.5%)
        8192    69.7%   (68%)
        16384   1.7%    (1.7%)
910000  avg = 126614    max = 290488
        512     100%    (0.6%)
        1024    99.4%   (3.1%)
        2048    96.3%   (5.1%)
        4096    91.2%   (21.7%)
        8192    69.5%   (67.5%)
        16384   2%      (2%)
911000  avg = 127557    max = 291444
        512     100%    (0.6%)
        1024    99.4%   (2.9%)
        2048    96.5%   (4.7%)
